"ec_num","comments"
"2.7.7.71","The enzyme is involved in biosynthesis of GDP-D-glycero-alpha-D-manno-heptose, which is required for assembly of S-layer glycoprotein in some Gram-positive bacteria. "
"3.1.3.81","The bifunctional enzyme catalyses the dephosphorylation of diacylglycerol diphosphate to phosphatidate and the subsequent dephosphorylation of phosphatidate to diacylglycerol (cf. phosphatidate phosphatase (EC 3.1.3.4)). It regulates intracellular levels of diacylglycerol diphosphate and phosphatidate, phospholipid molecules believed to play a signalling role in stress response [6]. The phosphatase activity of the bifunctional enzyme is Mg2+-independent and N-ethylmaleimide-insensitive and is distinct from the Mg2+-dependent and N-ethylmaleimide-sensitive enzyme EC 3.1.3.4 (phosphatidate phosphatase) [5].The diacylglycerol pyrophosphate phosphatase activity in Saccharomyces cerevisiae is induced by zinc depletion, by inositol supplementation, and when cells enter the stationary phase [4]. "
"3.1.3.82","The enzyme is involved in biosynthesis of ADP-L-glycero-beta-D-manno-heptose, which is utilized for assembly of the lipopolysaccharide inner core in Gram-negative bacteria. In vitro the catalytic efficiency with the beta-anomer is 100-200-fold higher than with the alpha-anomer [3]."
"3.1.3.83","The enzyme is involved in biosynthesis of GDP-D-glycero-alpha-D-manno-heptose, which is required for assembly of S-layer glycoprotein in some Gram-positive bacteria. The in vitro catalytic efficiency of the enzyme from Bacteroides thetaiotaomicron is 6-fold higher with the alpha-anomer than with the beta-anomer [1]."
"3.5.1.108",A zinc protein. The enzyme catalyses a committed step in the biosynthesis of lipid A. 
"3.6.1.54",The enzyme catalyses a step in the biosynthesis of lipid A. 
"5.3.1.28","In Gram-negative bacteria the enzyme is involved in biosynthesis of ADP-L-glycero-beta-D-manno-heptose, which is utilized for assembly of the lipopolysaccharide inner core. In Gram-positive bacteria the enzyme is involved in biosynthesis of GDP-D-glycero-alpha-D-manno-heptose, which is required for assembly of S-layer glycoprotein. "
"2.1.1.168",The enzyme catalyses the methylation of uridine2791 of mitochondrial 21S rRNA.
"2.1.1.169","The enzyme from Triticum aestivum catalyses the sequential O-methylation of tricetin via 3'-O-methyltricetin, 3',5'-O-methyltricetin to 3',4',5'-O-trimethyltricetin [2]. "
"2.1.1.170",The enzyme specifically methylates guanine527 at N7 in 16S rRNA.
"2.1.1.171",The enzyme efficiently methylates guanine966 of the assembled 30S subunits in vitro. Protein-free 16S rRNA is not a substrate for RsmD [1]. The enzyme specifically methylates guanine966 at N2 in 16S rRNA. 
"2.1.1.172",The enzyme reacts well with 30S subunits reconstituted from 16S RNA transcripts and 30S proteins but is almost inactive with the corresponding free RNA [1]. The enzyme specifically methylates guanine1207 at N2 in 16S rRNA. 
"2.1.1.173","The enzyme methylates 23S rRNA in vitro, assembled 50S subunits are not a substrate [1]. The enzyme specifically methylates guanine2445 at N2 in 23S rRNA."
"2.1.1.174","The enzyme methylates 23S rRNA in vitro, assembled 50S subunits are not a substrate [1]. The enzyme specifically methylates guanine1835 at N2 in 23S rRNA. "
"2.4.2.43","Integral membrane protein present in the inner membrane of certain Gram negative endobacteria. In strains that do not produce 3-deoxy-D-manno-octulosonic acid (Kdo), the enzyme adds a single arabinose unit to the 1-phosphate moiety of the tetra-acylated lipid A precursor, lipid IVA. In the presence of a Kdo disaccharide, the enzyme primarily adds an arabinose unit to the 4-phosphate of lipid A molecules. The Salmonella typhimurium enzyme can add arabinose units to both positions."
"2.7.8.29",This mammalian enzyme catalyses an exchange reaction in which the polar head group of phosphatidylethanolamine is replaced by L-serine.
"3.1.7.6",The enzyme is involved in the biosynthesis of acyclic sesquiterpenoids [1].
"4.2.3.48","The enzyme catalyses a step in the formation of (3E)-4,8-dimethylnona-1,3,7-triene, a key signal molecule in induced plant defense mediated by the attraction of enemies of herbivores [2]. Nerolidol is a naturally occurring sesquiterpene found in the essential oils of many types of plants."
"4.2.3.49","The enzyme catalyses a step in the formation of (3E)-4,8-dimethylnona-1,3,7-triene, a key signal molecule in induced plant defense mediated by the attraction of enemies of herbivores [1]. Nerolidol is a naturally occurring sesquiterpene found in the essential oils of many types of plants."
"6.3.1.14","This amidase catalyses the last step in the conversion of an L-histidine residue in the translation elongation factor EF2 to diphthamide. This factor is found in all archaea and eukaryota, but not in eubacteria, and is the target of bacterial toxins such as the diphtheria toxin and the Pseudomonas exotoxin A (see EC 2.4.2.36, NAD+---diphthamide ADP-ribosyltransferase). The substrate of the enzyme, diphthine, is produced by EC 2.1.1.98, diphthine synthase."
"2.7.7.69","This plant enzyme catalyses the conversion of GDP-beta-L-galactose and GDP-alpha-D-glucose to beta-L-galactose 1-phosphate and alpha-D-glucose 1-phosphate, respectively. The enzyme can use inorganic phosphate as the co-substrate, but several hexose 1-phosphates, including alpha-D-mannose 1-phosphate, alpha-D-glucose 1-phosphate, and alpha-D-galactose 1-phosphate, are better guanylyl acceptors. The enzyme's activity on GDP-beta-L-galactose is crucial for the biosynthesis of L-ascorbate."
"1.1.1.307","Xylose reductases catalyse the reduction of xylose to xylitol, the initial reaction in the fungal D-xylose degradation pathway. Most of the enzymes exhibit a strict requirement for NADPH [cf. EC 1.1.1.431, D-xylose reductase (NADPH)]. However, a few D-xylose reductases, such as those from Neurospora crassa [5], Yamadazyma tenuis [2,3], Scheffersomyces stipitis [1], and the thermophilic fungus Chaetomium thermophilum [4,7], have dual cosubstrate specificity, though they still prefer NADPH to NADH. Very rarely the enzyme prefers NADH [cf. EC 1.1.1.430, D-xylose reductase (NADH)]."
"1.1.99.36","Contains Zn2+. Nicotinoprotein alcohol dehydrogenases are unique medium-chain dehydrogenases/reductases (MDR) alcohol dehydrogenases that have a tightly bound NAD+/NADH cofactor that does not dissociate during the catalytic process. Instead, the cofactor is regenerated by a second substrate or electron carrier. While the in vivo electron acceptor is not known, N,N-dimethyl-4-nitrosoaniline (NDMA), which is reduced to 4-(hydroxylamino)-N,N-dimethylaniline, can serve this function in vitro.
The enzyme from the Gram-positive bacterium Amycolatopsis methanolica can accept many primary alcohols as substrates, including benzylalcohol [1]."
"1.1.99.37","Contains Zn2+ and Mg2+. Nicotinoprotein methanol dehydrogenases have a tightly bound NADP+/NADPH cofactor that does not dissociate during the catalytic process. Instead, the cofactor is regenerated by a second substrate or electron carrier. While the in vivo electron acceptor is not known, N,N-dimethyl-4-nitrosoaniline (NDMA), which is reduced to 4-(hydroxylamino)-N,N-dimethylaniline, can serve this function in vitro. The enzyme has been detected in several Gram-positive methylotrophic bacteria, including Amycolatopsis methanolica, Rhodococcus rhodochrous and Rhodococcus erythropolis [1-3]. These enzymes are decameric, and possess a 5-fold symmetry [4]. Some of the enzymes can also dismutate formaldehyde to methanol and formate [5]."
"1.14.14.8","This enzyme, isolated from the bacterium Geobacillus thermodenitrificans, participates in the pathway of tryptophan degradation. The enzyme is part of a system that also includes a bifunctional riboflavin kinase/FMN adenylyltransferase and an FAD reductase, which ensures ample supply of FAD to the monooxygenase."
"2.1.1.175","The enzymes from Oryza sativa (ROMT-15 and ROMT-17) catalyses the stepwise methylation of tricetin to its 3'-mono- and 3',5'-dimethyl ethers. In contrast with the wheat enzyme (EC 2.1.1.169, tricetin 3',4',5'-O-trimethyltransferase), tricetin dimethyl ether is not converted to its 3',4',5'-trimethylated ether derivative [1]. The enzymes from Hordeum vulgare (HvOMT1) and from Zea mays (ZmOMT1) form the 3',5'-dimethyl derivative as the major product [2]."
"2.1.1.176",The enzyme specifically methylates cytosine967 at C5 in 16S rRNA. 
"2.1.1.177",YbeA does not methylate uridine at position 1915 [1].
"2.1.1.178",The enzyme specifically methylates cytosine1407 at C5 in 16S rRNA. 
"2.1.1.179","The enzyme from the antibiotic-producing bacterium Micromonospora zionensis specifically methylates guanine1405 at N7 in 16S rRNA, thereby rendering the ribosome resistant to 4,6-disubstituted deoxystreptamine aminoglycosides, which include gentamicins and kanamycins [2]. "
"2.1.1.180",The enzyme provides a panaminoglycoside-resistant nature through interference with the binding of aminoglycosides toward the A site of 16S rRNA through N1-methylation at position adenine1408 [4]. 
"2.1.1.181","The recombinant YbiN protein is able to methylate partially deproteinized 50 S ribosomal subunit, but neither the completely assembled 50 S subunits nor completely deproteinized 23 S rRNA [1]. "
"2.1.1.182","KsgA introduces the most highly conserved ribosomal RNA modification, the dimethylation of adenine1518 and adenine1519 in 16S rRNA. Strains lacking the methylase are resistant to kasugamycin [1]."
"2.1.1.183",DIM1 is involved in pre-rRNA processing [1]. 
"2.1.1.184",ErmC is a methyltransferase that confers resistance to the macrolide-lincosamide-streptogramin B group of antibiotics by catalysing the methylation of 23S rRNA at adenine2085.
"2.1.1.185","The enzyme catalyses the methylation of guanosine2251, a modification conserved in the peptidyltransferase domain of 23S rRNA."
"2.5.1.81","The enzyme from Methanosarcina mazei is involved in biosynthesis of the polyprenyl side-chain of methanophenazine, an electron carrier utilized for methanogenesis. It prefers geranylgeranyl diphosphate and farnesyl diphosphate as allylic substrate [1]. The enzyme from Aeropyrum pernix prefers farnesyl diphosphate as allylic substrate. The enzyme is involved in the biosynthesis of C25-C25 membrane lipids [2]. "
"2.5.1.82",The enzyme prefers geranylgeranyl diphosphate to farnesyl diphosphate as an allylic substrate and does not show activity for geranyl diphosphate and prenyl diphosphate. Requires Mg2+ [1]. 
"2.5.1.83",The enzyme prefers farnesyl diphosphate to geranylgeranyl diphosphate as an allylic substrate and does not show activity for geranyl diphosphate and prenyl diphosphate [1]. 
"2.5.1.84","(2E,6E)-Farnesyl diphosphate and geranylgeranyl diphosphate are less effective as substrates than geranyl diphosphate. The enzyme is involved in the synthesis of the side chain of menaquinone-9 [1]. In Oryza sativa the enzyme SPS2 is involved in providing solanesyl diphosphate for plastoquinone-9 formation [3]. "
"2.5.1.85",Geranylgeranyl diphosphate is preferred over farnesyl diphosphate as allylic substrate [1]. The plant Arabidopsis thaliana has two different enzymes that catalyse this reaction. SPS1 contributes to the biosynthesis of the ubiquinone side-chain while SPS2 supplies the precursor of the plastoquinone side-chains [2]. 
"2.5.1.86","The enzyme is involved in the biosynthesis of decaprenyl phosphate, which plays a central role in the biosynthesis of essential mycobacterial cell wall components, such as the mycolyl-arabinogalactan-peptidoglycan complex and lipoarabinomannan [2]. "
"2.5.1.87","The enzyme is involved in biosynthesis of dolichol (a long-chain polyprenol) with a saturated alpha-isoprene unit, which serves as a glycosyl carrier in protein glycosylation [1]. The yeast Saccharomyces cerevisiae has two different enzymes that catalyse this reaction. Rer2p synthesizes a well-defined family of polyprenols of 13--18 isoprene residues with dominating C(80) (16 isoprene residues) extending to C(120), while Srt1p synthesizes mainly polyprenol with 22 isoprene subunits. Largest Srt1p products reach C(290) [2]. The enzyme from Arabidopsis thaliana catalyses the formation of polyprenyl diphosphates with predominant carbon number C(120) [4]."
"2.5.1.88","Highest activity with (2Z,6E)-farnesyl diphosphate as allylic substrate. Broad product specificity with the major product being dodecaprenyl diphosphate. Synthesizes even C70 prenyl diphosphate as the maximum chain-length product [1]. "
"2.5.1.89","This enzyme is involved in the biosynthesis of the glycosyl carrier lipid in some archaebacteria. Unlike EC 2.5.1.31, its counterpart in most bacteria, it prefers geranylgeranyl diphosphate to farnesyl diphosphate as the allylic substrate, resulting in production of a tritrans,polycis variant of undecaprenyl diphosphate [1]."
"2.7.8.30",The enzyme shows no activity with UDP-4-amino-4-deoxy-beta-L-arabinose.
"6.3.2.35","The product of this enzyme, D-alanyl-D-serine, can be incorporated into the peptidoglycan pentapeptide instead of the usual D-alanyl-D-alanine dipeptide, which is formed by EC 6.3.2.4, D-alanine---D-alanine ligase. The resulting peptidoglycan does not bind the glycopeptide antibiotics vancomycin and teicoplanin, conferring resistance on the bacteria."
"1.2.1.79","This enzyme participates in the degradation of glutamate and 4-aminobutyrate.
It is similar to EC 1.2.1.24 [succinate-semialdehyde dehydrogenase (NAD+)], and EC 1.2.1.16 [succinate-semialdehyde dehydrogenase (NAD(P)+)], but is specific for NADP+. The enzyme from Escherichia coli is 20-fold more active with NADP+ than NAD+ [2]."
"1.14.99.41",Contains an Fe2+-4His arrangement. The enzyme is involved in retinal biosynthesis in bacteria [2]. 
"2.1.1.187",The enzyme specifically methylates guanine745 at N1 in 23S rRNA.
"2.1.1.188",The enzyme specifically methylates guanine748 at N1 in 23S rRNA. The methyltransferase RlmAII confers resistance to the macrolide antibiotic tylosin in the drug-producing strain Streptomyces fradiae [1]. 
"2.1.1.189",The enzyme specifically methylates uracil747 at C5 in 23S rRNA.
"2.1.1.190",The enzyme specifically methylates uracil1939 at C5 in 23S rRNA [1]. The enzyme contains an [4Fe-4S] cluster coordinated by four conserved cysteine residues [2]. 
"2.1.1.191",The enzyme specifically methylates cytosine1962 at C5 in 23S rRNA. 
"2.1.1.192","Contains an [4Fe-4S] cluster [2]. This enzyme is a member of the 'AdoMet radical' (radical SAM) family. S-Adenosyl-L-methionine acts as both a radical generator and as the source of the appended methyl group. RlmN first transfers an CH2 group to a conserved cysteine (Cys355 in Escherichia coli) [6], the generated radical from a second S-adenosyl-L-methionine then attacks the methyl group, exctracting a hydrogen. The formed radical forms a covalent intermediate with the adenine group of the tRNA [9]. RlmN is an endogenous enzyme used by the cell to refine functions of the ribosome in protein synthesis [2]. The enzyme methylates adenosine by a radical mechanism with CH2 from the S-adenosyl-L-methionine and retention of the hydrogen at C-2 of adenosine2503 of 23S rRNA. It will also methylate 8-methyladenosine2503 of 23S rRNA. cf. EC 2.1.1.224 [23S rRNA (adenine2503-C8)-methyltransferase]."
"2.1.1.193",The enzyme specifically methylates uracil1498 at N3 in 16S rRNA.
"2.1.1.194",Contains an [4Fe-S] cluster [1]. Cfr is an plasmid-acquired methyltransferase that protects cells from the action of antibiotics [1]. Cfr methylates position 2 of A2503 after the primary methylation at position 8 is complete [2]. cf. 23S rRNA (adenine2503-C2)-methyltransferase (EC 2.1.1.192).
"2.5.1.90","This enzyme catalyses the condensation reactions resulting in the formation of all-trans-octaprenyl diphosphate, the isoprenoid side chain of ubiquinone-8 and menaquinone-8. The enzyme adds five isopentenyl diphosphate molecules sequentially to farnesyl diphosphate with trans stereochemistry"
"2.5.1.91","This enzyme catalyses the condensation reactions resulting in the formation of all-trans-decaprenyl diphosphate, the isoprenoid side chain of ubiquinone-10 and menaquinone-10. The enzyme adds seven isopentenyl diphosphate molecules sequentially to farnesyl diphosphate with trans stereochemistry."
"2.5.1.92","This enzyme, originally characterized from wild tomato, specifically forms (2Z,6Z)-farnesyl diphosphate via neryl diphosphate and isopentenyl diphosphate. In wild tomato it is involved in the biosynthesis of several sesquiterpenes. See also EC 2.5.1.68 [(2Z,6E)-farnesyl diphosphate synthase] and EC 2.5.1.10 [(2E,6E)-farnesyl diphosphate synthase]. "
"4.2.3.50","The enzyme synthesizes a mixture of sesquiterpenoids from (2Z,6Z)-farnesyl diphosphate. Following dephosphorylation of (2Z,6Z)-farnesyl diphosphate, the (2Z,6Z)-farnesyl carbocation is converted to either the (6R)- or the (6S)-bisabolyl cations depending on the stereochemistry of the 6,1 closure. The (6R)-bisabolyl cation will then lead to the formation of (+)-alpha-santalene (EC 4.2.3.50), while the (6S)-bisabolyl cation will give rise to (+)-endo-beta-bergamotene (see EC 4.2.3.53) as well as (-)-endo-alpha-bergamotene (see EC 4.2.3.54). Small amounts of (-)-epi-beta-santalene are also formed from the (6R)-bisabolyl cation and small amounts of (-)-exo-alpha-bergamotene are formed from the (6S)-bisabolyl cation [1]. "
"4.2.3.51",The enzyme from Solanum lycopersicum has very poor affinity with geranyl diphosphate as substrate. Catalyses the formation of the acyclic myrcene and ocimene as major products in addition to beta-phellandrene [1]. 
"4.2.3.52","Requires Mn2+. Mg2+ is not effective [1]. Some (-)-alpha-phellandrene is also formed [3]. The reaction involves a 1,3-hydride shift [4]. "
"4.2.3.53","The enzyme synthesizes a mixture of sesquiterpenoids from (2Z,6Z)-farnesyl diphosphate. Following dephosphorylation of (2Z,6Z)-farnesyl diphosphate, the (2Z,6Z)-farnesyl carbocation is converted to either the (6R)- or the (6S)-bisabolyl cations depending on the stereochemistry of the 6,1 closure. The (6R)-bisabolyl cation will then lead to the formation of (+)-alpha-santalene (see EC 4.2.3.50), while the (6S)-bisabolyl cation will give rise to (-)-endo-alpha-bergamotene (see EC 4.2.3.54), as well as (+)-endo-beta-bergamotene. Small amounts of (-)-epi-beta-santalene are also formed from the (6R)-bisabolyl cation and small amounts of (-)-exo-alpha-bergamotene are formed from the (6S)-bisabolyl cation [1]."
"4.2.3.54","The enzyme synthesizes a mixture of sesquiterpenoids from (2Z,6Z)-farnesyl diphosphate. Following dephosphorylation of (2Z,6Z)-farnesyl diphosphate, the (2Z,6Z)-farnesyl carbocation is converted to either the (6R)- or the (6S)-bisabolyl cations depending on the stereochemistry of the 6,1 closure. The (6R)-bisabolyl cation will then lead to the formation of (+)-alpha-santalene (see EC 4.2.3.50), while the (6S)-bisabolyl cation will give rise to (+)-endo-beta-bergamotene (EC 4.2.3.53) as well as (-)-endo-alpha-bergamotene. Small amounts of (-)-epi-beta-santalene are also formed from the (6R)-bisabolyl cation and small amounts of (-)-exo-alpha-bergamotene are formed from the (6S)-bisabolyl cation [1]."
"6.1.2.1","The product of this enzyme, the depsipeptide D-alanyl-(R)-lactate, can be incorporated into the peptidoglycan pentapeptide instead of the usual D-alanyl-D-alanine dipeptide, which is formed by EC 6.3.2.4, D-alanine---D-alanine ligase. The resulting peptidoglycan does not bind the glycopeptide antibiotics vancomycin and teicoplanin, conferring resistance on the bacteria."
"2.5.1.95","Involved in the biosynthesis of the polysaccharide xanthan. 30-40% of the terminal mannose residues of xanthan have a 4,6-O-(1-carboxyethan-1,1-diyl) ketal group. It also acts on the 6-O-acetyl derivative of the inner mannose unit."
"2.7.7.77",Catalyses the guanylation of the molybdenum cofactor. This modification occurs only in prokaryotes.
"2.7.8.33","This enzyme catalyses the synthesis of N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol, an essential lipid intermediate for the biosynthesis of various bacterial cell envelope components. The enzyme also initiates the biosynthesis of enterobacterial common antigen and O-antigen lipopolysaccharide in certain Escherichia coli strains, including K-12 [2] and of teichoic acid in certain Gram-positive bacteria [4]."
"1.1.5.8","The enzyme is membrane-bound. Does not use NAD(P)+ as acceptor. Contains pyrroloquinoline-quinone. cf. EC 1.1.1.24, quinate/shikimate dehydrogenase (NAD+), EC 1.1.1.282, quinate/shikimate dehydrogenase [NAD(P)+], and EC 1.1.1.25, shikimate dehydrogenase (NADP+)."
"1.3.5.4","The enzyme, which is found in anaerobic and facultative organisms such as bacteria, parasitic helminthes, and lower marine organisms, utilizes low potential quinols, such as menaquinol and rhodoquinol, to reduce fumarate as the final step of an anaerobic respiratory chain. The enzyme is known as complex II of the electron transfer chain, similarly to EC 1.3.5.1, succinate dehydrogenase (quinone), to which it is closely related."
"1.3.8.10","Contains FAD. The enzyme, characterized from the strict anaerobic bacterium Syntrophus aciditrophicus, is involved in production of cyclohexane-1-carboxylate, a byproduct produced by that organism during fermentation of benzoate and crotonate to acetate."
"1.14.12.22","This enzyme catalyses the first reaction in the pathway of carbazole degradation. The enzyme attacks at the 1 and 9a positions of carbazole, resulting in the formation of a highly unstable hemiaminal intermediate that undergoes a spontaneous cleavage and rearomatization, resulting in 2'-aminobiphenyl-2,3-diol. In most bacteria the enzyme is a complex composed of a terminal oxygenase, a ferredoxin, and a ferredoxin reductase. The terminal oxygenase component contains a nonheme iron centre and a Rieske [2Fe-2S] iron-sulfur cluster."
"1.14.13.116",Contains cytochrome P-450. 
"1.14.13.117","A heme-thiolate protein (P-450). This enzyme catalyses two successive N-hydroxylations of L-isoleucine, the first committed steps in the biosynthesis of the cyanogenic glucoside lotaustralin in the plant Lotus japonicus. The product of the two hydroxylations, N,N-dihydroxy-L-isoleucine, is extremely labile and dehydrates spontaneously. The dehydrated product is then subject to a decarboxylation that produces the oxime. It is still not known whether the decarboxylation is spontaneous or catalysed by the enzyme. The product, (E)-2-methylbutanal oxime, undergoes a spontaneous isomerization to the (Z) form. The enzyme can also accept L-valine as substrate, with a lower activity. It is different from EC 1.14.13.118 (valine N-monooxygenase), which prefers L-valine."
"1.14.13.118","A heme-thiolate protein (P-450). This enzyme catalyses two successive N-hydroxylations of L-valine, the first committed steps in the biosynthesis of the cyanogenic glucoside linamarin in Manihot esculenta (cassava). The product of the two hydroxylations, N,N-dihydroxy-L-valine, is extremely labile and dehydrates spontaneously. The dehydrated product is then subject to a decarboxylation that produces the oxime. It is still not known whether the decarboxylation is spontaneous or catalysed by the enzyme. The product, (E)-2-methylpropanal oxime, undergoes a spontaneous isomerization to the (Z) form. The enzyme can also accept L-isoleucine as substrate, with a lower activity. It is different from EC 1.14.13.117 (isoleucine N-monooxygenase), which prefers L-isoleucine."
"1.17.5.2","This enzyme, characterized from the soil bacterium Pseudomonas sp. CBB1, catalyses the incorporation of an oxygen atom originating from a water molecule into position C-8 of caffeine. It can also use theobromine as substrate. The enzyme utilizes short-tail ubiquinones as the preferred electron acceptor. "
"2.1.1.195","This enzyme catalyses the C-1 methylation of cobalt-precorrin-5B in the anaerobic (early cobalt insertion) pathway of adenosylcobalamin biosynthesis. See EC 2.1.1.152, precorrin-6A synthase (deacetylating), for the C1-methyltransferase that participates in the aerobic cobalamin biosynthesis pathway."
"2.1.1.196","This enzyme, which participates in the anaerobic (early cobalt insertion) adenosylcobalamin biosynthesis pathway, catalyses both methylation at C-15 and decarboxylation of the C-12 acetate side chain of cobalt-precorrin-6B. The equivalent activity in the aerobic adenosylcobalamin biosynthesis pathway is catalysed by the bifunctional enzyme EC 2.1.1.132, precorrin-6B C5,15-methyltransferase (decarboxylating)."
"2.1.1.197","Involved in an early step of biotin biosynthesis in Gram-negative bacteria. This enzyme catalyses the transfer of a methyl group to the omega-carboxyl group of malonyl-[acyl-carrier protein] forming a methyl ester. The methyl ester is recognized by the fatty acid synthetic enzymes, which process it via the fatty acid elongation cycle to give pimelyl-[acyl-carrier-protein] methyl ester [5]. While the enzyme can also accept malonyl-CoA, it has a much higher activity with malonyl-[acyl-carrier protein] [6]"
"2.1.1.198",RsmI catalyses the 2'-O-methylation of cytidine1402 and RsmH (EC 2.1.1.199) catalyses the N4-methylation of cytidine1402 in 16S rRNA. Both methylations are necessary for efficient translation initiation at the UUG and GUG codons. 
"2.1.1.199",RsmH catalyses the N4-methylation of cytosine1402 and  RsmI (EC 2.1.1.198) catalyses the 2'-O-methylation of cytosine1402 in 16S rRNA. Both methylations are necessary for efficient translation initiation at the UUG and GUG codons. 
"2.3.1.192","Not identical with EC 2.3.1.13 (glycine N-acyltransferase).
This enzyme was purified from bovine liver mitochondria. L-asparagine, L-glutamine and L-arginine are alternative substrates to glycine, but have higher Km values. "
"2.5.1.93",The enzyme is involved in shikonin biosynthesis. It has a strict substrate specificity for geranyl diphosphate and an absolute requirement for Mg2+ [2]. 
"2.8.2.35","The sulfation takes place at the 4-position of N-acetyl-D-galactosamine residues of dermatan. D4ST-1 shows a strong preference in vitro for sulfate transfer to IdoUAalpha(1,3)GalNAcbeta(1,4) that is flanked by GlcUAbeta(1,3)GalNAcbeta(1,4) as compared with IdoUAalpha(1,3)GalNAcbeta(1,4) flanked by IdoUAalpha(1,3)GalNAcbeta(1,4) [1]."
"3.1.2.28","This enzyme participates in the synthesis of menaquinones [4], phylloquinone [3], as well as several plant pigments [1,2]. The enzyme from the cyanobacterium Synechocystis sp. PCC 6803 does not accept benzoyl-CoA or phenylacetyl-CoA as substrates [3]."
"3.2.1.166","Heparanase cleaves the linkage between a glucuronic acid unit and an N-sulfo glucosamine unit carrying either a 3-O-sulfo or a 6-O-sulfo group [2]. Heparanase-1 cuts macromolecular heparin into fragments of 5000--20000 Da [5]. The enzyme cleaves the heparan sulfate glycosaminoglycans from proteoglycan core proteins and degrades them to small oligosaccharides. Inside cells, the enzyme is important for the normal catabolism of heparan sulfate proteoglycans, generating glycosaminoglycan fragments that are then transported to lysosomes and completely degraded. When secreted, heparanase degrades basement membrane heparan sulfate glycosaminoglycans at sites of injury or inflammation, allowing extravasion of immune cells into nonvascular spaces and releasing factors that regulate cell proliferation and angiogenesis [1]."
"3.7.1.12",This enzyme hydrolyses the ring A acetate delta-lactone of cobalt-precorrin-5A resulting in the loss of the C-20 carbon and its attached methyl group in the form of acetaldehyde. This is a key reaction in the contraction of the porphyrin-type tetrapyrrole ring and its conversion to a corrin ring in the anaerobic (early cobalt insertion) adenosylcobalamin biosynthesis pathway.
"3.7.1.13",This enzyme catalyses the third step in the aerobic degradation pathway of carbazole. The effect of the presence of an amino group or hydroxyl group at the 2-position of the substrate is small. The enzyme has no cofactor requirement [2].
"1.1.1.308","The enzyme is involved in degradation of (R)-2,3-dihydroxypropanesulfonate. "
"1.1.1.309","The enzyme from Streptomyces viridochromogenes catalyses a step in the biosynthesis of phosphinothricin tripeptide, the reduction of phosphonoacetaldehyde to 2-hydroxyethylphosphonate. The preferred cofactor is NADH, lower activity with NADPH [1]. "
"1.2.1.80","Catalyses the reaction in the opposite direction. This enzyme, purified from the cyanobacterium Synechococcus elongatus PCC 7942, catalyses the NAD(P)H-dependent reduction of an activated fatty acid (acyl-[acp]) to the corresponding aldehyde. Together with EC 4.1.99.5, octadecanal decarbonylase, it is involved in alkane biosynthesis. The natural substrates of the enzyme are C16 and C18 activated fatty acids. Requires Mg2+."
"1.3.1.85","The reaction is catalysed in the reverse direction. This enzyme, isolated from the bacterium Rhodobacter sphaeroides, catalyses (E)-but-2-enoyl-CoA-dependent oxidation of NADPH in the presence of CO2. When CO2 is absent, the enzyme catalyses the reduction of (E)-but-2-enoyl-CoA to butanoyl-CoA, but with only 10% of maximal activity (relative to (E)-but-2-enoyl-CoA carboxylation)."
"1.3.1.86","Catalyses the reaction in the reverse direction. This enzyme from Streptomyces collinus is specific for (E)-but-2-enoyl-CoA, and is proposed to provide butanoyl-CoA as a starter unit for straight-chain fatty acid biosynthesis."
"1.11.1.19","Heme proteins with proximal histidine secreted by basidiomycetous fungi and eubacteria. They are similar to EC 1.11.1.16 versatile peroxidase (oxidation of Reactive Black 5, phenols, veratryl alcohol), but differ from the latter in their ability to efficiently oxidize a number of recalcitrant anthraquinone dyes, and inability to oxidize Mn(II). The model substrate Reactive Blue 5 is converted with high efficiency via a so far unique mechanism that combines oxidative and hydrolytic steps and leads to the formation of phthalic acid. Bacterial TfuDyP catalyses sulfoxidation."
"1.11.2.1","A heme-thiolate protein (P-450). Enzymes of this type include glycoproteins secreted by agaric basidiomycetes. They catalyse the insertion of an oxygen atom from H2O2 into a wide variety of substrates, including aromatic rings such as naphthalene, toluene, phenanthrene, pyrene and p-nitrophenol, recalcitrant heterocycles such as pyridine, dibenzofuran, various ethers (resulting in O-dealkylation) and alkanes such as propane, hexane and cyclohexane. Reactions catalysed include hydroxylation, epoxidation, N-oxidation, sulfooxidation, O- and N-dealkylation, bromination and one-electron oxidations. They have little or no activity toward chloride. Mechanistically, the catalytic cycle of unspecific (mono)-peroxygenases combines elements of the ""shunt"" pathway of cytochrome P-450s (a side activity that utilizes a peroxide in place of dioxygen and NAD[P]H) and the classic heme peroxidase cycle."
"2.4.1.251",The enzyme is involved in the biosynthesis of the exopolysaccharide xanthan. 
"2.4.1.252",In the bacterium Gluconacetobacter xylinus (previously known as Acetobacter xylinum) the enzyme is involved in the biosynthesis of the exopolysaccharide acetan [1]. In Xanthomonas campestris the enzyme is involved in the biosynthesis of the exopolysaccharide xanthan [5]. 
"2.4.1.253","The enzyme is specific for UDP-D-glucuronate as a sugar donor and flavones with substitution ortho- to the 7-OH group such as baicalein (6-OH), scutellarein (6-OH) and wogonin (8-OMe). "
"2.5.1.94","This enzyme, isolated from the marine bacterium Salinispora tropica, catalyses an early step in the pathway leading to biosynthesis of the proteosome inhibitor salinosporamide A. The enzyme is very similar to EC 2.5.1.63, adenosyl-fluoride synthase, but does not accept fluoride."
